"","site","date","Depth_ft","DO_mg.L","pH","Specific_Conductivity_uS.cm","Temperature_C"
"60","legacy",2023-05-30,2.9557294549651,9.18835676038587,7.59723672461002,44.4308748841286,12.0815890928109
"61","legacy",2023-05-31,2.95187905538745,9.18896452585856,7.57466873592801,45.0208881334825,11.90199186537
"62","legacy",2023-06-01,2.79742145797734,9.21737548426578,7.52193428221203,49.2393349806468,11.6038009226322
"63","legacy",2023-06-02,2.85703894449439,9.23408906003262,7.51561029495732,49.5688952207565,11.5955089728038
"64","legacy",2023-06-03,3.16192405109872,9.394850730896,7.50151209953504,47.6384768088659,11.0550725360711
"65","legacy",2023-06-04,3.22172745195935,9.36380398273468,7.50019412442862,50.9523722728093,11.1745153566202
"66","legacy",2023-06-05,4.32619948869609,9.48231739799182,7.50342056059068,58.1243441899618,10.9972256322702
"67","legacy",2023-06-06,4.28295939749331,9.28939656416575,7.53640650212765,62.1671251455943,11.8133131861687
"68","legacy",2023-06-07,4.10531641268879,9.17198870579402,7.56865866482258,53.3857290347417,12.2053657273451
"69","legacy",2023-06-08,4.21900153762845,9.31059419541132,7.52668571472168,51.0154859754774,11.4075393207738
"70","legacy",2023-06-12,4.10833562887012,9.36960397585474,7.65101431836986,67.7194709392509,11.5898109349337
"71","legacy",2023-06-13,4.02718746883152,9.4976046482722,7.67063596347968,72.0880858103434,11.0218707521756
"72","legacy",2023-06-14,4.245785670247,9.42101681232452,7.71147066851457,79.3434526920319,11.4238081077735
"73","legacy",2023-06-15,4.09947995797146,9.06330755352974,7.65781996647517,78.7929097016652,12.869927128156
"74","legacy",2023-06-16,4.11512444422387,9.19763386249542,7.66843712583501,78.7889607747396,12.440936734279
"75","legacy",2023-06-17,4.4107788665458,9.26355886459351,7.72450593610605,87.0772081216176,12.1542917191982
"76","legacy",2023-06-18,4.42035893982987,9.10875274737676,7.730462094148,86.9476804733276,12.7275049984455
"77","legacy",2023-06-19,4.06934145448869,8.91420442859332,7.68892637888591,82.4178569316864,13.5608231127262
"78","legacy",2023-06-20,3.86966811582519,8.76229815681775,7.64045857368632,78.613239924113,14.3623736898104
"79","legacy",2023-06-21,3.81005924466311,8.89908503492673,7.62402047216892,75.1821931997935,13.9092265764872
"80","legacy",2023-06-22,3.8548011399029,8.71862064798673,7.65830496450265,74.2569638093313,14.7572985490163
"81","legacy",2023-06-23,4.02611486284955,8.71622682147556,7.62050290107727,71.7988842434353,14.7716830995348
"82","legacy",2023-06-24,3.95804323504119,8.74908109505971,7.68561910092831,71.6380684375763,14.5719809631507
"83","legacy",2023-06-25,3.64892733846125,8.79380658268929,7.69997243583202,71.3651655515035,14.4988196690877
"84","legacy",2023-06-26,3.20595353421667,8.56139074762662,7.65452874467728,73.7361463705699,15.4183408816655
"85","legacy",2023-06-27,2.74795891197319,8.20720371603966,7.70281103253365,77.9817191759745,16.6207825716804
"86","legacy",2023-06-28,2.46093142490137,8.20333520571391,7.73360374768575,78.637333255344,16.7402816878425
"87","legacy",2023-06-29,2.09949253760714,8.10226295806549,7.71256431440512,81.880024989446,17.4574009776115
"88","legacy",2023-06-30,1.74037016288563,8.24601681312818,7.68888053794702,84.9271880785624,16.4334875543912
"89","legacy",2023-07-01,2.37207465386378,8.71891145904859,7.70508783062299,82.3794428507487,14.6737105051676
"90","legacy",2023-07-02,2.18026263910649,8.42121748129527,7.70537709693114,81.071162152034,16.1071059008439
"91","legacy",2023-07-03,1.81087004227659,8.25143088897069,7.67994727194309,80.000878016154,16.7733364204566
"92","legacy",2023-07-04,1.46593018096776,8.23903700212638,7.6748633980751,81.5236405531565,16.5251078108946
"93","legacy",2023-07-05,1.82871723066479,8.458109776179,7.65993040800095,79.6280687650045,15.4468504786491
"94","legacy",2023-07-06,2.28651560075168,8.64869993925095,7.69420828421911,78.1803580493462,14.8925752043724
"95","legacy",2023-07-07,2.25841792697582,8.41411250829697,7.68610712389151,78.3748301310712,15.9780122439067
"96","legacy",2023-07-08,2.06667704291376,8.51617157459259,7.69922459125519,80.9878573417664,15.4462534089883
"97","legacy",2023-07-09,2.12861699344471,8.3952752550443,7.72131372491519,84.6318045457204,16.094115883112
"98","legacy",2023-07-10,2.33644091189574,8.23679934442043,7.71202290554841,86.0112248684498,16.9991453985373
"99","legacy",2023-07-11,2.06533751788654,8.09000352025032,7.75238485634327,91.7101709047953,17.8313059310118
"100","legacy",2023-07-12,1.75085514677098,7.93759887417157,7.76900036136309,95.8933149973551,18.5315210620562
"101","legacy",2023-07-13,1.51424047974457,7.96549181143443,7.78392046193282,100.980711221695,18.4709902008375
"102","legacy",2023-07-14,1.18389156027219,7.90416858593623,7.75349356730779,98.6897597312927,18.2489819029967
"103","legacy",2023-07-15,1.28437830271594,7.97997308770816,7.75607993702094,92.1272585391998,18.287452240785
"104","legacy",2023-07-16,0.909935164512259,7.8634601632754,7.76189407209555,110.483766078949,18.8397100965182
"105","legacy",2023-07-17,0.809578405522649,7.60131424665451,7.77528167764346,116.387422879537,19.383894542853
"106","legacy",2023-07-18,0.93180331986694,7.91529856257969,7.74988721461778,106.081277942657,17.9874451531304
"107","legacy",2023-07-19,0.902397362831486,8.06477112571398,7.64388606448968,98.9821112738715,17.3082153002421
"108","legacy",2023-07-20,0.833923480150655,8.13496193289757,7.65265146394571,97.9135898790861,17.0631076494853
"109","legacy",2023-07-21,1.11689249026539,8.18478255967299,7.59350285430749,91.0199859937032,16.8327054878076
"110","legacy",2023-07-22,0.653990082070547,7.76126451293627,7.71372686870514,119.649631341298,18.8668510218461
"111","legacy",2023-07-23,0.587718942196917,7.60177189608415,7.70568525429928,124.860471089681,19.4831994672616
"112","legacy",2023-07-24,0.60316093781458,7.69673012197018,7.71393548945586,117.265545368195,19.1408837040265
"113","legacy",2023-07-25,0.604411524739166,7.68459977601704,7.73212675295378,114.2114807932,19.448674493087
"114","legacy",2023-07-26,0.718341627482973,7.87429469823837,7.73166278998057,108.250446359735,18.2651661038399
"115","legacy",2023-07-27,0.916138939073582,8.2677816649278,7.80096328258514,99.2365621725718,16.8944274981817
"116","legacy",2023-07-28,0.940566272460182,8.25598813096682,7.79875938097636,98.9048243363698,16.9389314552148
"117","legacy",2023-07-29,0.917533853581382,8.34744633734226,7.82413946092129,99.5308422247569,16.8611346582572
"118","legacy",2023-07-30,0.983573379425322,8.19847192863623,7.77284375826518,100.903902610143,17.1344718138377
"119","legacy",2023-07-31,1.17264305579014,8.43093460862355,7.80907922486464,95.3228407700856,16.2517853975296
"120","legacy",2023-08-01,1.75916049422475,8.31432191034158,7.59368487199148,86.2247135208314,16.0681412518024
"121","legacy",2023-08-02,1.11596447633975,8.03636773924033,7.66186901430289,95.2810205500177,17.8903218309085
"122","legacy",2023-08-03,1.12699762486074,7.77228657901287,7.62140775720278,104.177547454834,18.020186205705
"123","legacy",2023-08-04,1.59514987419881,8.25847054024537,7.6551670730114,85.3260560830434,16.9366378982862
"124","legacy",2023-08-05,0.759418867374406,7.8158301115036,7.70292142033577,113.017979303996,19.0692385633787
"125","legacy",2023-08-06,0.830472038315113,7.86403990785281,7.73802993694941,111.035398960114,18.3987196683884
"126","legacy",2023-08-07,1.09151788071816,8.28840430080891,7.76677320400874,101.756882667542,16.7019185622533
"127","legacy",2023-08-08,0.973386259934155,8.28733236649457,7.73957581239588,103.531333205279,16.4562803044039
"128","legacy",2023-08-09,0.826836197087424,8.55993982652823,7.83236499542886,103.807684595445,16.426372975111
"129","legacy",2023-08-10,0.628729942816306,8.25198551019033,7.87747439245383,118.823072244833,17.555889993906
"130","legacy",2023-08-11,0.585484064173767,8.2350957095623,7.9129157937983,129.671919425329,17.3373062882242
"131","legacy",2023-08-12,0.577771828456779,8.29810796301049,7.93514639277791,147.155075254894,18.1441282629967
"132","legacy",2023-08-13,0.713871011725206,8.43422430257002,7.92546167969704,113.784986495972,16.4856868684292
"133","legacy",2023-08-14,0.730353574977651,8.90645469228427,7.98772298792998,108.647622426351,15.2023904323578
"134","legacy",2023-08-15,0.746168785701969,8.86884320278963,8.02359503507614,106.675965070724,15.8011280894279
"135","legacy",2023-08-16,0.657267920708376,8.66868037527258,8.03942024707794,112.153396340304,16.8744173808531
"136","legacy",2023-08-17,0.750515083274029,8.43987791017554,8.0672212044398,112.147894664477,16.8560602267583
"137","legacy",2023-08-18,0.921232685123862,8.72698028882345,8.0939514140288,102.006708860397,16.1622633039951
"138","legacy",2023-08-19,0.961518201080628,8.60511339471695,8.00267221735812,106.222684780757,16.2854721844196
"139","legacy",2023-08-20,1.09756867064055,8.68148694932461,8.04005775849024,104.43722931544,16.4004632035891
"140","legacy",2023-08-21,1.04078990385054,8.84072206417719,8.0580690652132,99.28560034434,15.8093354403973
"141","legacy",2023-08-22,1.01197289312673,8.88489990433057,8.09226096669833,95.181719938914,15.5362130602201
"142","legacy",2023-08-23,1.10604607293497,8.99772822062175,8.03959190711547,97.2980172417381,14.7305476824443
"143","legacy",2023-08-24,1.20854465060427,8.80750494225081,7.95233291803404,101.100602583452,14.8754298903725
"144","legacy",2023-08-25,1.44694592094361,8.82879084348679,7.75506534179052,99.4664294719696,13.8245019316673
"145","legacy",2023-08-26,1.25351070526084,9.01747251550356,7.99012476205826,113.852330525716,14.7289075354735
"146","legacy",2023-08-27,1.01312010003615,8.58019995192687,7.90115068679632,126.015597184499,15.786306232214
"147","legacy",2023-08-28,1.22890492797971,8.89123503367106,7.98723630702242,113.643709103266,14.9595048924287
"148","legacy",2023-08-29,1.128305615331,8.56561166200882,7.94547073231187,121.287319224368,15.0050062934558
"149","legacy",2023-08-30,1.19861062478021,8.57662550823109,8.04133047956102,116.451213439306,15.1593074500561
"150","legacy",2023-08-31,0.933711965729489,8.26995375909303,7.92640493132851,126.196177742698,15.6247636730021
"151","legacy",2023-09-01,0.720589904200857,8.02638045719692,7.97462114691734,146.485543568929,16.621979256471
"152","legacy",2023-09-02,0.622579843202757,7.22420708594784,7.97652402488134,180.200188954671,17.6570721794577
"153","legacy",2023-09-03,0.595859416666538,7.58103750987225,7.82225837098791,186.837067292866,18.5369249681632
"154","legacy",2023-09-04,0.876530524452551,7.3143225781461,7.82388102345996,210.213328731761,16.6994732717673
"155","legacy",2023-09-05,1.38490571788046,8.93242113788923,7.84800478319327,99.2965553601583,13.8068887889385
"156","legacy",2023-09-06,0.974084219711471,8.96068477630615,7.91100523372491,113.79430270195,14.5720484029679
"157","legacy",2023-09-07,0.769278598110077,8.56764753659566,7.91275936365128,132.467657327652,14.978488445282
"158","legacy",2023-09-08,0.806152288211368,8.80681973695755,7.93847592504401,126.286487940738,15.164487893554
"159","legacy",2023-09-09,0.668172308825787,7.93580836554368,7.77290184623317,194.779933487742,16.0797020494938
"160","legacy",2023-09-10,0.981164261431011,8.67505333324273,7.77331634859244,115.287442922592,13.5546387732029
"161","legacy",2023-09-11,1.15566684526864,9.258578551443,7.87041626870632,112.188050190608,12.4103802731163
"162","legacy",2023-09-12,1.05835078628546,9.13301710460497,7.911001821359,116.282492876053,13.0928348600864
"163","legacy",2023-09-13,0.98555764349028,8.69079577922821,7.73704088175738,119.397197894196,12.87477348532
"164","legacy",2023-09-14,0.807275075519233,NA,NA,NA,NA
"165","legacy",2023-09-15,0.839627319289202,NA,8.43002646309989,140.584085736956,16.2869127818516
"166","legacy",2023-09-16,1.17106735231749,NA,7.81238871316115,133.112438042959,13.6436717708906
"167","legacy",2023-09-17,0.817021001818863,NA,7.94781294176655,227.012109915415,16.2923747003078
"168","legacy",2023-09-18,0.641121288788281,NA,7.87243085106214,308.717500368754,16.884491900603
"169","legacy",2023-09-19,0.632657764235469,NA,7.76509158797715,323.84208984375,16.7113771415051
"170","legacy",2023-09-22,NA,7.95374031861623,NA,160.477860884233,17.4662429491679
"171","legacy",2023-09-23,NA,7.77884721254048,8.67275681215174,167.169280370077,14.4510369896889
"172","legacy",2023-09-24,NA,7.95297188063463,8.6579644985688,177.545716603597,14.3561166053595
"173","legacy",2023-09-25,NA,7.95375228424867,8.64183950424194,182.11084763209,14.3965591291587
"174","legacy",2023-09-26,NA,7.73683634306255,8.6168729464213,257.595047732434,15.3864633043607
"175","legacy",2023-09-27,NA,7.39977280795574,8.59326782742062,336.541470035092,16.3492675125599
"176","legacy",2023-09-28,NA,7.19627558557611,8.63864520192146,320.180330548968,16.4903156459332
"177","legacy",2023-09-29,NA,7.14218009971991,8.48867115221526,320.662965794614,16.3296354494597
"178","legacy",2023-09-30,NA,7.26447091451505,8.49443554878235,348.585292180379,16.291895588239
"179","legacy",2023-10-01,NA,6.71757001261557,8.52850645780563,370.962949712226,16.8785807291667
"180","legacy",2023-10-02,NA,6.94408662617207,8.52528282999992,361.276280504592,16.5256263415019
"181","legacy",2023-10-03,NA,6.94488541954442,8.54631620837796,393.452661055553,15.6445177098115
"182","legacy",2023-10-04,NA,7.53029658166986,8.65449389815331,234.292450110118,13.8008574942748
"183","legacy",2023-10-05,NA,7.87830155094465,8.72780469059944,224.467682679494,13.8470275600751
"184","legacy",2023-10-06,NA,7.9740083041944,8.73082968463068,237.737707840769,13.3892877980282
"185","legacy",2023-10-07,NA,8.28909928103288,8.82992208997408,275.462955474854,12.4522634744644
"186","legacy",2023-10-08,NA,8.31883427004019,8.69745585792943,278.70698706309,12.7654446657966
"187","legacy",2023-10-09,NA,7.93847142159939,8.76568076014519,356.669475389564,13.6373374263446
"188","legacy",2023-10-10,NA,8.18103199700514,8.61012359857559,151.093517144521,12.2336632708708
"189","legacy",2023-10-11,NA,7.67897280146567,8.59778301367599,290.776001654731,12.4897415055169
"190","legacy",2023-10-12,NA,7.97234865926927,8.56352752767583,353.022989908854,12.2017434027887
"191","legacy",2023-10-13,NA,9.75801942745844,8.07880570671775,200.593719323476,9.74232005576293
"192","legacy",2023-10-14,NA,9.79044077793757,7.95105118552844,150.128380139669,9.2163650294145
"193","legacy",2023-10-15,NA,9.66812212090743,7.99901665525234,160.615047624376,9.41723453998566
"194","legacy",2023-10-16,NA,9.52387923190468,8.03917435595864,145.952904383341,10.5438302854697
"195","legacy",2023-10-17,NA,9.34795739023309,8.11592412502208,146.611421744029,11.1441765725613
"196","legacy",2023-10-18,NA,9.23397385446649,8.17503882469015,152.018188635508,11.6117607156436
"197","legacy",2023-10-19,NA,9.29558391785354,8.15350317687131,162.932785727761,11.3801061544525
"198","legacy",2023-10-20,NA,9.09028500318527,8.20883357524872,155.367235501607,11.5538388093313
"199","legacy",2023-10-21,NA,9.41297389091329,8.05878977974256,111.106370108468,11.1914005279541
"200","legacy",2023-10-22,NA,9.41383505860964,8.08437272409598,113.398014068604,11.2151389022668
"201","legacy",2023-10-23,NA,9.46218502646998,8.12460646529992,112.77921295166,11.0500444273154
"202","legacy",2023-10-24,NA,9.50560161189029,8.27209214937119,112.531250158946,11.1443872749805
"203","legacy",2023-10-25,NA,9.504542543533,8.55144453048706,113.203996256778,10.8686081965764
"204","legacy",2023-10-26,NA,9.41122939189275,8.05539875725905,124.792876640956,10.5704015791416
"205","legacy",2023-10-27,NA,10.5576184193293,8.30158076186975,193.373587263391,8.45255620777607
"206","legacy",2023-10-28,NA,10.9128076136112,8.42900490760803,205.228271156229,5.80556564033031
"207","legacy",2023-10-29,NA,11.4300827168404,8.37751614550749,206.46382077535,4.18147076914708
"208","legacy",2023-10-30,NA,11.5449114839236,8.41253272195657,203.823802542179,3.83879320695996
"209","legacy",2023-10-31,NA,11.3965814188907,8.40313075482845,226.61322593689,4.41277000308037
"210","legacy",2023-11-01,NA,11.1283356249332,8.38766250511011,274.555318304833,5.49895929793517
"211","legacy",2023-11-02,NA,9.97193859400374,8.25753832923041,284.32183057997,6.40537268850538
"212","legacy",2023-11-03,NA,10.0292922953765,8.504831229647,226.195130013131,7.86025868852933
"213","legacy",2023-11-04,NA,10.1925594630994,8.57227800786495,254.332296951957,8.77586256464322
"214","legacy",2023-11-05,NA,10.1874088677027,8.5801163315773,253.929921523384,8.4309758891662
"215","legacy",2023-11-06,NA,10.2535579899947,8.56003352134458,253.478864953873,8.32541889448961
"216","legacy",2023-11-07,NA,9.99776953393286,8.51660326394168,249.625594422057,8.1477117224054
"217","legacy",2023-11-08,NA,9.85868444237658,8.44392010538202,279.552451724098,8.5046605310942
"218","legacy",2023-11-09,NA,10.4648593400654,8.45376671353976,271.643886324726,6.77931483586629
"219","legacy",2023-11-10,0.882410550255297,10.2501617848188,8.34535368009545,265.785371343774,5.40688229429311
"220","legacy",2023-11-11,0.939247000595195,9.6476190884908,8.47504085302353,286.24039729949,5.66169408212105
"221","legacy",2023-11-12,1.01724253559378,9.49828552206357,8.47149688998858,306.492286951402,6.10253814359506
"222","legacy",2023-11-13,1.07296371168154,9.1993906164682,8.19755993498133,288.907097180684,5.85472139219443
"223","legacy",2023-11-14,0.941386221919628,8.42370910977208,7.90025230745475,378.069635805876,6.3144728889068
"224","legacy",2023-11-15,0.826533044212508,9.09414778871739,8.06122634808222,337.014148712158,6.52210060755412
"225","legacy",2023-11-16,0.703049022770928,8.75960519413153,7.99786562720935,327.883488337199,6.23947413265705
"226","legacy",2023-11-17,0.765050692130136,8.86126019060612,8.02461335062981,318.49064095815,6.81133103370667
"227","legacy",2023-11-18,0.872451599045229,9.02742945651213,8.05656298995018,314.293429692586,6.48974670966466
"228","legacy",2023-11-19,0.903766150014941,8.80855142573516,8.08414502938589,315.551735560099,7.24711074431737
"229","legacy",2023-11-20,0.920714823810557,8.85614394644896,8.0521847307682,311.620579719543,6.56688766181469
"230","legacy",2023-11-21,0.932355383444099,9.35916172464689,8.03823745250702,306.177777926127,5.15552265445391
"231","legacy",2023-11-22,0.913180875942721,9.30454331636429,8.01942687729994,314.041878382365,5.03098908563455
"232","legacy",2023-11-23,0.889489039681799,8.82218341032664,7.92251486579577,327.546607017517,4.66853477805853
"233","legacy",2023-11-24,1.05654873292527,9.80200289686521,7.96814065178235,314.668358802795,1.95121365537246
"234","legacy",2023-11-25,1.1285438857625,10.3122082750003,8.01094670097033,317.520849545797,0.714186821482144
"235","legacy",2023-11-26,NA,10.2492817627756,7.99161904553572,357.336225191752,0.930109287631543
"236","legacy",2023-11-27,NA,10.2459845443567,8.03222142159939,373.856957435608,1.11859363492113
"237","legacy",2023-11-28,NA,10.1832341055075,8.03307044506073,374.622025489807,1.33016454377988
"238","legacy",2023-11-29,NA,10.0579972055223,8.02903138266669,367.303556993273,1.57403574585915
"239","legacy",2023-11-30,NA,9.87397923072179,8.07791104912758,350.008098920186,2.66407654682795
"240","legacy",2023-12-01,NA,9.85887179772059,8.06439828872681,335.11084216574,2.08735382308563
"241","legacy",2023-12-02,NA,10.0554884672165,8.05469100177288,326.443344116211,1.45562326333796
"242","legacy",2023-12-03,0.73196607033345,9.93850845098495,8.06303177277247,324.53102533868,1.9653912310799
"243","legacy",2023-12-04,0.820375015484351,9.89461584294096,8.07312430938085,328.496107737223,2.41033798580368
"244","legacy",2023-12-05,0.864640590774042,9.88608900705973,8.08504455784957,323.819260597229,3.01762317617734
"245","legacy",2023-12-06,1.03370692969639,8.90357173283895,7.91602720979784,326.317837574443,3.02105892681685
"246","lincoln",2023-07-13,NA,7.65158777236938,7.80383087793986,113.157009887695,21.3317666371663
"247","lincoln",2023-07-14,NA,7.76883634428183,7.66136374076207,106.162888447444,18.767906576395
"248","lincoln",2023-07-15,NA,7.86568561325902,7.69647771897523,94.120293824569,18.7255925924882
"249","lincoln",2023-07-16,NA,7.8742844859759,7.66748314637404,143.246188084284,19.2215311924617
"250","lincoln",2023-07-17,NA,7.35689727465312,7.68737363308034,186.772592391091,20.2568147381147
"251","lincoln",2023-07-18,NA,7.81083323558172,7.72063401341438,123.285257339478,18.6475896040599
"252","lincoln",2023-07-19,NA,8.01479154328505,7.72330680299313,127.396459023158,17.7741406361262
"253","lincoln",2023-07-20,NA,8.02650847534339,7.73319186048305,143.456807295481,17.8401114741961
"254","lincoln",2023-07-21,NA,8.0207780400912,7.68928602337837,109.049963076909,17.3087684214115
"255","lincoln",2023-07-22,NA,7.99289225538572,7.71032876769702,278.269119342168,19.8901789784431
"256","lincoln",2023-07-23,NA,7.70342910543401,7.82964332898458,369.107384681702,21.2029360334078
"257","lincoln",2023-07-24,NA,7.527321820618,7.82970334589481,293.4670586586,20.5184447367986
"258","lincoln",2023-07-25,NA,7.35563018710114,7.7821889569362,207.800431100946,21.0585457881292
"259","lincoln",2023-07-26,NA,7.74144273108624,7.83724265793959,154.43381301562,19.7303532958031
"260","lincoln",2023-07-27,NA,8.09725713729858,7.86419343451659,117.23740530014,17.4332719246546
"261","lincoln",2023-07-28,NA,8.02940152153261,7.86252592191868,114.294838373576,17.7733345351395
"262","lincoln",2023-07-29,NA,8.24963078125,7.92794046875,117.237676041667,17.31351875
"263","lincoln",2023-07-30,NA,8.0608539375,7.885801125,117.51933125,17.787934375
"264","lincoln",2023-07-31,NA,8.09907750760638,7.89348877250596,107.608674200139,17.2138388582123
"265","lincoln",2023-08-01,NA,8.12753259638945,7.66943746424736,93.2450646559397,16.5787955025832
"266","lincoln",2023-08-02,NA,7.97358785072962,7.70164643228054,121.100490411123,18.1093162695567
"267","lincoln",2023-08-03,NA,7.5833452095588,7.65293497788279,139.208980321884,18.7198173801104
"268","lincoln",2023-08-04,NA,8.13659914334615,7.68689995010694,106.461586872737,17.1650454302629
