site,date,Date,h_m
R1b,2021-05-13,NA,NA
R1b,2021-05-14,NA,NA
R1b,2021-05-15,NA,NA
R1b,2021-05-16,NA,NA
R1b,2021-05-17,NA,NA
R1b,2021-05-18,NA,NA
R1b,2021-05-19,NA,NA
R1b,2021-05-20,NA,NA
R1b,2021-05-21,NA,NA
R1b,2021-05-22,NA,NA
R1b,2021-05-23,NA,NA
R1b,2021-05-24,NA,NA
R1b,2021-05-25,2021-05-25,2748.2210625
R1b,2021-05-26,2021-05-26,2748.21784375
R1b,2021-05-27,2021-05-27,2748.2125520833333
R1b,2021-05-28,2021-05-28,2748.2143645833335
R1b,2021-05-29,2021-05-29,2748.2268645833333
R1b,2021-05-30,2021-05-30,2748.259375
R1b,2021-05-31,2021-05-31,2748.2886979166665
R1b,2021-06-01,2021-06-01,2748.2751770833333
R1b,2021-06-02,2021-06-02,2748.27871875
R1b,2021-06-03,2021-06-03,2748.2803541666667
R1b,2021-06-04,2021-06-04,2748.28640625
R1b,2021-06-05,2021-06-05,2748.29596875
R1b,2021-06-06,2021-06-06,2748.3013333333333
R1b,2021-06-07,2021-06-07,2748.3246875
R1b,2021-06-08,2021-06-08,2748.337197916667
R1b,2021-06-09,2021-06-09,2748.3283333333334
R1b,2021-06-10,2021-06-10,2748.3183645833333
R1b,2021-06-11,2021-06-11,2748.315732142857
R1b,2021-06-12,2021-06-12,2748.29978125
R1b,2021-06-13,2021-06-13,2748.2982604166664
R1b,2021-06-14,2021-06-14,2748.2993125
R1b,2021-06-15,2021-06-15,2748.2948854166666
R1b,2021-06-16,2021-06-16,2748.29034375
R1b,2021-06-17,2021-06-17,2748.2860520833333
R1b,2021-06-18,2021-06-18,2748.2840104166667
R1b,2021-06-19,2021-06-19,2748.2838333333334
R1b,2021-06-20,2021-06-20,2748.2808645833334
R1b,2021-06-21,2021-06-21,2748.2775833333335
R1b,2021-06-22,2021-06-22,2748.26934375
R1b,2021-06-23,2021-06-23,2748.25646875
R1b,2021-06-24,2021-06-24,2748.2633229166668
R1b,2021-06-25,2021-06-25,2748.2767916666667
R1b,2021-06-26,2021-06-26,2748.2870208333334
R1b,2021-06-27,2021-06-27,2748.2829583333332
R1b,2021-06-28,2021-06-28,2748.290697916667
R1b,2021-06-29,2021-06-29,2748.26665625
R1b,2021-06-30,2021-06-30,2748.2548020833333
R1b,2021-07-01,2021-07-01,2748.2630208333335
R1b,2021-07-02,2021-07-02,2748.2750729166664
R1b,2021-07-03,2021-07-03,2748.2642291666666
R1b,2021-07-04,2021-07-04,2748.2705833333334
R1b,2021-07-05,2021-07-05,2748.2740833333332
R1b,2021-07-06,2021-07-06,2748.253510416667
R1b,2021-07-07,2021-07-07,2748.225895833333
R1b,2021-07-08,2021-07-08,2748.2019375
R1b,2021-07-09,2021-07-09,2748.1796770833334
R1b,2021-07-10,2021-07-10,2748.15803125
R1b,2021-07-11,2021-07-11,2748.14159375
R1b,2021-07-12,2021-07-12,2748.1386136363635
R1b,2021-07-13,2021-07-13,2748.1129270833335
R1b,2021-07-14,2021-07-14,2748.1024375
R1b,2021-07-15,2021-07-15,2748.1044895833334
R1b,2021-07-16,2021-07-16,2748.1151041666667
R1b,2021-07-17,2021-07-17,2748.095135416667
R1b,2021-07-18,2021-07-18,2748.0681666666665
R1b,2021-07-19,2021-07-19,2748.0435729166666
R1b,2021-07-20,2021-07-20,2748.0267604166665
R1b,2021-07-21,2021-07-21,2748.03653125
R1b,2021-07-22,2021-07-22,2748.0422604166665
R1b,2021-07-23,2021-07-23,2748.0438125
R1b,2021-07-24,2021-07-24,2748.0355208333335
R1b,2021-07-25,2021-07-25,2747.99634375
R1b,2021-07-26,2021-07-26,2747.967541666667
R1b,2021-07-27,2021-07-27,2747.93890625
R1b,2021-07-28,2021-07-28,2747.9094270833334
R1b,2021-07-29,2021-07-29,2747.8904583333333
R1b,2021-07-30,2021-07-30,2747.8919270833335
R1b,2021-07-31,2021-07-31,2748.008125
R1b,2021-08-01,2021-08-01,2748.0765
R1b,2021-08-02,2021-08-02,2748.0130208333335
R1b,2021-08-03,2021-08-03,2748.0526041666667
R1b,2021-08-04,2021-08-04,2748.156697916667
R1b,2021-08-05,2021-08-05,2748.0645208333335
R1b,2021-08-06,2021-08-06,2748.00559375
R1b,2021-08-07,2021-08-07,2748.05396875
R1b,2021-08-08,2021-08-08,2747.9726041666668
R1b,2021-08-09,2021-08-09,2747.9202083333334
R1b,2021-08-10,2021-08-10,2747.8810416666665
R1b,2021-08-11,2021-08-11,2747.8475416666665
R1b,2021-08-12,2021-08-12,2747.8269791666667
R1b,2021-08-13,2021-08-13,2747.8215974025975
R1b,2021-08-14,2021-08-14,2747.8048125
R1b,2021-08-15,2021-08-15,2747.7913125
R1b,2021-08-16,2021-08-16,2747.7836354166666
R1b,2021-08-17,2021-08-17,2747.7666354166668
R1b,2021-08-18,2021-08-18,2747.757364583333
R1b,2021-08-19,2021-08-19,2747.7620104166667
R1b,2021-08-20,2021-08-20,2747.7559479166666
R1b,2021-08-21,2021-08-21,2747.7458125
R1b,2021-08-22,2021-08-22,2747.7328229166665
R1b,2021-08-23,2021-08-23,2747.7261354166667
R1b,2021-08-24,2021-08-24,2747.71740625
R1b,2021-08-25,2021-08-25,2747.7133645833333
R1b,2021-08-26,2021-08-26,2747.7235833333334
R1b,2021-08-27,2021-08-27,2747.72903125
R1b,2021-08-28,2021-08-28,2747.7221458333333
R1b,2021-08-29,2021-08-29,2747.7330729166665
R1b,2021-08-30,2021-08-30,2747.7318229166667
R1b,2021-08-31,2021-08-31,2747.727125
R1b,2021-09-01,2021-09-01,2747.734572916667
R1b,2021-09-02,2021-09-02,2747.750666666667
R1b,2021-09-03,2021-09-03,2747.7626458333334
R1b,2021-09-04,2021-09-04,2747.7479375
R1b,2021-09-05,2021-09-05,2747.73015625
R1b,2021-09-06,2021-09-06,2747.712875
R1b,2021-09-07,2021-09-07,2747.69746875
R1b,2021-09-08,2021-09-08,2747.7163333333333
R1b,2021-09-09,NA,NA
R1b,2021-09-10,NA,NA
R1b,2021-09-11,NA,NA
R1b,2021-09-12,NA,NA
R1b,2021-09-13,NA,NA
R1b,2021-09-14,NA,NA
R1b,2021-09-15,NA,NA
R1b,2021-09-16,NA,NA
R1b,2021-09-17,NA,NA
R1b,2021-09-18,NA,NA
R1b,2021-09-19,NA,NA
R1b,2021-09-20,NA,NA
R1b,2021-09-21,NA,NA
R1b,2021-09-22,NA,NA
R1b,2021-09-23,NA,NA
R1b,2021-09-24,NA,NA
R1b,2021-09-25,NA,NA
R1b,2021-09-26,NA,NA
R1b,2021-09-27,NA,NA
R1b,2021-09-28,NA,NA
R1b,2021-09-29,NA,NA
R1b,2021-09-30,NA,NA
R1b,2021-10-01,NA,NA
R1b,2021-10-02,NA,NA
R1b,2021-10-03,NA,NA
R1b,2021-10-04,NA,NA
R1b,2021-10-05,NA,NA
R1b,2021-10-06,NA,NA
R1b,2021-10-07,NA,NA
R1b,2021-10-08,NA,NA
R1b,2021-10-09,NA,NA
R1b,2021-10-10,NA,NA
R1b,2021-10-11,NA,NA
R1b,2021-10-12,NA,NA
R1b,2021-10-13,NA,NA
R1b,2021-10-14,NA,NA
R1b,2021-10-15,NA,NA
R1b,2021-10-16,NA,NA
R1b,2021-10-17,NA,NA
R1b,2021-10-18,NA,NA
R1b,2021-10-19,NA,NA
R1b,2021-10-20,NA,NA
R1b,2021-10-21,NA,NA
R1b,2021-10-22,NA,NA
R1b,2021-10-23,NA,NA
R1b,2021-10-24,NA,NA
R1b,2021-10-25,NA,NA
R1b,2021-10-26,NA,NA
R1b,2021-10-27,NA,NA
R1b,2021-10-28,NA,NA
R1b,2021-10-29,NA,NA
R1b,2021-10-30,NA,NA
R1b,2021-10-31,NA,NA
R1b,2021-11-01,NA,NA
R1b,2021-11-02,NA,NA
R1b,2021-11-03,NA,NA
R1b,2021-11-04,NA,NA
R1b,2021-11-05,NA,NA
R1b,2021-11-06,NA,NA
R1b,2021-11-07,NA,NA
R1b,2021-11-08,NA,NA
R1b,2021-11-09,NA,NA
R1b,2021-11-10,NA,NA
R1b,2021-11-11,NA,NA
R1b,2021-11-12,NA,NA
R1b,2021-11-13,NA,NA
R1b,2021-11-14,NA,NA
R1b,2021-11-15,NA,NA
R1b,2021-11-16,NA,NA
R1b,2021-11-17,NA,NA
R1b,2021-11-18,NA,NA
R1b,2021-11-19,NA,NA
R1b,2021-11-20,NA,NA
R1b,2021-11-21,NA,NA
R1b,2021-11-22,NA,NA
R1b,2021-11-23,NA,NA
R1b,2021-11-24,NA,NA
R1b,2021-11-25,NA,NA
R1b,2021-11-26,NA,NA
R1b,2021-11-27,NA,NA
R1b,2021-11-28,NA,NA
R1b,2021-11-29,NA,NA
R1b,2021-11-30,NA,NA
R1b,2021-12-01,NA,NA
R1b,2021-12-02,NA,NA
R1b,2021-12-03,NA,NA
R1b,2021-12-04,NA,NA
R1b,2021-12-05,NA,NA
R1b,2021-12-06,NA,NA
R1b,2021-12-07,NA,NA
R1b,2021-12-08,NA,NA
R1b,2021-12-09,NA,NA
R1b,2021-12-10,NA,NA
R1b,2021-12-11,NA,NA
R1b,2021-12-12,NA,NA
R1b,2021-12-13,NA,NA
R1b,2021-12-14,NA,NA
R1b,2021-12-15,NA,NA
R1b,2021-12-16,NA,NA
R1b,2021-12-17,NA,NA
R1b,2021-12-18,NA,NA
R1b,2021-12-19,NA,NA
R1b,2021-12-20,NA,NA
R1b,2021-12-21,NA,NA
R1b,2021-12-22,NA,NA
R1b,2021-12-23,NA,NA
R1b,2021-12-24,NA,NA
R1b,2021-12-25,NA,NA
R1b,2021-12-26,NA,NA
R1b,2021-12-27,NA,NA
R1b,2021-12-28,NA,NA
R1b,2021-12-29,NA,NA
R1b,2021-12-30,NA,NA
R1b,2021-12-31,NA,NA
R1b,2022-01-01,NA,NA
R1b,2022-01-02,NA,NA
R1b,2022-01-03,NA,NA
R1b,2022-01-04,NA,NA
R1b,2022-01-05,NA,NA
R1b,2022-01-06,NA,NA
R1b,2022-01-07,NA,NA
R1b,2022-01-08,NA,NA
R1b,2022-01-09,NA,NA
R1b,2022-01-10,NA,NA
R1b,2022-01-11,NA,NA
R1b,2022-01-12,NA,NA
R1b,2022-01-13,NA,NA
R1b,2022-01-14,NA,NA
R1b,2022-01-15,NA,NA
R1b,2022-01-16,NA,NA
R1b,2022-01-17,NA,NA
R1b,2022-01-18,NA,NA
R1b,2022-01-19,NA,NA
R1b,2022-01-20,NA,NA
R1b,2022-01-21,NA,NA
R1b,2022-01-22,NA,NA
R1b,2022-01-23,NA,NA
R1b,2022-01-24,NA,NA
R1b,2022-01-25,NA,NA
R1b,2022-01-26,NA,NA
R1b,2022-01-27,NA,NA
R1b,2022-01-28,NA,NA
R1b,2022-01-29,NA,NA
R1b,2022-01-30,NA,NA
R1b,2022-01-31,NA,NA
R1b,2022-02-01,NA,NA
R1b,2022-02-02,NA,NA
R1b,2022-02-03,NA,NA
R1b,2022-02-04,NA,NA
R1b,2022-02-05,NA,NA
R1b,2022-02-06,NA,NA
R1b,2022-02-07,NA,NA
R1b,2022-02-08,NA,NA
R1b,2022-02-09,NA,NA
R1b,2022-02-10,NA,NA
R1b,2022-02-11,NA,NA
R1b,2022-02-12,NA,NA
R1b,2022-02-13,NA,NA
R1b,2022-02-14,NA,NA
R1b,2022-02-15,NA,NA
R1b,2022-02-16,NA,NA
R1b,2022-02-17,NA,NA
R1b,2022-02-18,NA,NA
R1b,2022-02-19,NA,NA
R1b,2022-02-20,NA,NA
R1b,2022-02-21,NA,NA
R1b,2022-02-22,NA,NA
R1b,2022-02-23,NA,NA
R1b,2022-02-24,NA,NA
R1b,2022-02-25,NA,NA
R1b,2022-02-26,NA,NA
R1b,2022-02-27,NA,NA
R1b,2022-02-28,NA,NA
R1b,2022-03-01,NA,NA
R1b,2022-03-02,NA,NA
R1b,2022-03-03,NA,NA
R1b,2022-03-04,NA,NA
R1b,2022-03-05,NA,NA
R1b,2022-03-06,NA,NA
R1b,2022-03-07,NA,NA
R1b,2022-03-08,NA,NA
R1b,2022-03-09,NA,NA
R1b,2022-03-10,NA,NA
R1b,2022-03-11,NA,NA
R1b,2022-03-12,NA,NA
R1b,2022-03-13,NA,NA
R1b,2022-03-14,NA,NA
R1b,2022-03-15,NA,NA
R1b,2022-03-16,NA,NA
R1b,2022-03-17,NA,NA
R1b,2022-03-18,NA,NA
R1b,2022-03-19,NA,NA
R1b,2022-03-20,NA,NA
R1b,2022-03-21,NA,NA
R1b,2022-03-22,NA,NA
R1b,2022-03-23,NA,NA
R1b,2022-03-24,NA,NA
R1b,2022-03-25,NA,NA
R1b,2022-03-26,NA,NA
R1b,2022-03-27,NA,NA
R1b,2022-03-28,NA,NA
R1b,2022-03-29,NA,NA
R1b,2022-03-30,NA,NA
R1b,2022-03-31,NA,NA
R1b,2022-04-01,NA,NA
R1b,2022-04-02,NA,NA
R1b,2022-04-03,NA,NA
R1b,2022-04-04,NA,NA
R1b,2022-04-05,NA,NA
R1b,2022-04-06,NA,NA
R1b,2022-04-07,NA,NA
R1b,2022-04-08,NA,NA
R1b,2022-04-09,NA,NA
R1b,2022-04-10,NA,NA
R1b,2022-04-11,NA,NA
R1b,2022-04-12,NA,NA
R1b,2022-04-13,NA,NA
R1b,2022-04-14,NA,NA
R1b,2022-04-15,NA,NA
R1b,2022-04-16,NA,NA
R1b,2022-04-17,NA,NA
R1b,2022-04-18,NA,NA
R1b,2022-04-19,NA,NA
R1b,2022-04-20,NA,NA
R1b,2022-04-21,NA,NA
R1b,2022-04-22,NA,NA
R1b,2022-04-23,NA,NA
R1b,2022-04-24,NA,NA
R1b,2022-04-25,NA,NA
R1b,2022-04-26,NA,NA
R1b,2022-04-27,NA,NA
R1b,2022-04-28,NA,NA
R1b,2022-04-29,NA,NA
R1b,2022-04-30,NA,NA
R1b,2022-05-01,NA,NA
R1b,2022-05-02,NA,NA
R1b,2022-05-03,NA,NA
R1b,2022-05-04,NA,NA
R1b,2022-05-05,NA,NA
R1b,2022-05-06,NA,NA
R1b,2022-05-07,NA,NA
R1b,2022-05-08,NA,NA
R1b,2022-05-09,NA,NA
R1b,2022-05-10,NA,NA
R1b,2022-05-11,NA,NA
R1b,2022-05-12,2022-05-12,2747.98475
R1b,2022-05-13,2022-05-13,2747.9725208333334
R1b,2022-05-14,2022-05-14,2747.9573333333333
R1b,2022-05-15,2022-05-15,2747.950854166667
R1b,2022-05-16,2022-05-16,2747.9547291666668
R1b,2022-05-17,2022-05-17,2747.954416666667
R1b,2022-05-18,2022-05-18,2747.9655416666665
R1b,2022-05-19,2022-05-19,2747.9788958333334
R1b,2022-05-20,2022-05-20,2747.9826041666665
R1b,2022-05-21,2022-05-21,2748.0148958333334
R1b,2022-05-22,2022-05-22,2748.060770833333
R1b,2022-05-23,2022-05-23,2748.1002083333333
R1b,2022-05-24,2022-05-24,2748.0961666666667
R1b,2022-05-25,2022-05-25,2748.1293333333333
R1b,2022-05-26,2022-05-26,2748.1376875
R1b,2022-05-27,2022-05-27,2748.0990833333335
R1b,2022-05-28,2022-05-28,2748.0789583333335
R1b,2022-05-29,2022-05-29,2748.075729166667
R1b,2022-05-30,2022-05-30,2748.0718541666665
R1b,2022-05-31,2022-05-31,2748.0521458333333
R1b,2022-06-01,2022-06-01,2748.1194375
R1b,2022-06-02,2022-06-02,2748.166625
R1b,2022-06-03,2022-06-03,2748.1297083333334
R1b,2022-06-04,2022-06-04,2748.1074791666665
R1b,2022-06-05,2022-06-05,2748.0914791666664
R1b,2022-06-06,2022-06-06,2748.0993125
R1b,2022-06-07,2022-06-07,2748.1156666666666
R1b,2022-06-08,2022-06-08,2748.1005
R1b,2022-06-09,2022-06-09,2748.0925
R1b,2022-06-10,2022-06-10,2748.1038125
R1b,2022-06-11,2022-06-11,2748.139583333333
R1b,2022-06-12,2022-06-12,2748.296625
R1b,2022-06-13,2022-06-13,2748.207875
R1b,2022-06-14,2022-06-14,2748.1598541666667
R1b,2022-06-15,2022-06-15,2748.1235
R1b,2022-06-16,2022-06-16,2748.0928333333336
R1b,2022-06-17,2022-06-17,2748.0791041666666
R1b,2022-06-18,2022-06-18,2748.0843125
R1b,2022-06-19,2022-06-19,2748.0724375
R1b,2022-06-20,2022-06-20,2748.059458333333
R1b,2022-06-21,2022-06-21,2748.042375
R1b,2022-06-22,2022-06-22,2748.032208333333
R1b,2022-06-23,2022-06-23,2748.0273125
R1b,2022-06-24,2022-06-24,2748.0306041666668
R1b,2022-06-25,2022-06-25,2748.0483958333334
R1b,2022-06-26,2022-06-26,2748.072625
R1b,2022-06-27,2022-06-27,2748.0870208333336
R1b,2022-06-28,2022-06-28,2748.0792500000002
R1b,2022-06-29,2022-06-29,2748.084354166667
R1b,2022-06-30,2022-06-30,2748.105
R1b,2022-07-01,2022-07-01,2748.1105
R1b,2022-07-02,2022-07-02,2748.115729166667
R1b,2022-07-03,2022-07-03,2748.1175
R1b,2022-07-04,2022-07-04,2748.1149791666667
R1b,2022-07-05,2022-07-05,2748.140083333333
R1b,2022-07-06,2022-07-06,2748.1713125
R1b,2022-07-07,2022-07-07,2748.1596041666667
R1b,2022-07-08,2022-07-08,2748.1487708333334
R1b,2022-07-09,2022-07-09,2748.1372291666667
R1b,2022-07-10,2022-07-10,2748.1335416666666
R1b,2022-07-11,2022-07-11,2748.133333333333
R1b,2022-07-12,2022-07-12,2748.134395833333
R1b,2022-07-13,2022-07-13,2748.1269583333333
R1b,2022-07-14,2022-07-14,2748.12225
R1b,2022-07-15,2022-07-15,2748.1378125
R1b,2022-07-16,2022-07-16,2748.150791666667
R1b,2022-07-17,2022-07-17,2748.128583333333
R1b,2022-07-18,2022-07-18,2748.1052291666665
R1b,2022-07-19,2022-07-19,2748.0939583333334
R1b,2022-07-20,2022-07-20,2748.086375
R1b,2022-07-21,2022-07-21,2748.0757916666666
R1b,2022-07-22,2022-07-22,2748.0717083333334
R1b,2022-07-23,2022-07-23,2748.0685416666665
R1b,2022-07-24,2022-07-24,2748.098770833333
R1b,2022-07-25,2022-07-25,2748.069395833333
R1b,2022-07-26,2022-07-26,2748.045541666667
R1b,2022-07-27,2022-07-27,2748.0306875
R1b,2022-07-28,2022-07-28,2748.039854166667
R1b,2022-07-29,2022-07-29,2748.0202083333334
R1b,2022-07-30,2022-07-30,2748.0026875
R1b,2022-07-31,2022-07-31,2747.9885625
R1b,2022-08-01,2022-08-01,2747.9713333333334
R1b,2022-08-02,2022-08-02,2747.9508333333333
R1b,2022-08-03,2022-08-03,2747.942270833333
R1b,2022-08-04,2022-08-04,2747.919
R1b,2022-08-05,2022-08-05,2747.9109791666665
R1b,2022-08-06,2022-08-06,2747.900166666667
R1b,2022-08-07,2022-08-07,2747.880931818182
R1b,2022-08-08,2022-08-08,2747.8691875
R1b,2022-08-09,2022-08-09,2747.8513333333335
R1b,2022-08-10,2022-08-10,2747.8300833333333
R1b,2022-08-11,2022-08-11,2747.82675
R1b,2022-08-12,2022-08-12,2747.8249791666667
R1b,2022-08-13,2022-08-13,2747.8528333333334
R1b,2022-08-14,2022-08-14,2747.8737291666666
R1b,2022-08-15,2022-08-15,2747.9216875
R1b,2022-08-16,2022-08-16,2747.9121041666667
R1b,2022-08-17,2022-08-17,2747.8583958333334
R1b,2022-08-18,2022-08-18,2747.825729166667
R1b,2022-08-19,2022-08-19,2747.8153125
R1b,2022-08-20,2022-08-20,2747.8179375
R1b,2022-08-21,2022-08-21,2747.8137291666667
R1b,2022-08-22,2022-08-22,2747.797875
R1b,2022-08-23,2022-08-23,2747.7870625
R1b,2022-08-24,2022-08-24,2747.77725
R1b,2022-08-25,2022-08-25,2747.7671875
R1b,2022-08-26,2022-08-26,2747.7663125
R1b,2022-08-27,2022-08-27,2747.7530625
R1b,2022-08-28,2022-08-28,2747.7307291666666
R1b,2022-08-29,2022-08-29,2747.7184375
R1b,2022-08-30,2022-08-30,2747.716645833333
R1b,2022-08-31,2022-08-31,2747.708
R1b,2022-09-01,2022-09-01,2747.7023541666667
R1b,2022-09-02,2022-09-02,2747.6906458333333
R1b,2022-09-03,2022-09-03,2747.6849375
R1b,2022-09-04,2022-09-04,2747.674875
R1b,2022-09-05,2022-09-05,2747.678380952381
R1b,2022-09-06,NA,NA
R1b,2022-09-07,NA,NA
R1b,2022-09-08,NA,NA
R1b,2022-09-09,NA,NA
R1b,2022-09-10,NA,NA
R1b,2022-09-11,NA,NA
R1b,2022-09-12,NA,NA
R1b,2022-09-13,NA,NA
R1b,2022-09-14,NA,NA
R1b,2022-09-15,NA,NA
R1b,2022-09-16,NA,NA
R1b,2022-09-17,NA,NA
R1b,2022-09-18,NA,NA
R1b,2022-09-19,NA,NA
R1b,2022-09-20,NA,NA
R1b,2022-09-21,NA,NA
R1b,2022-09-22,NA,NA
R1b,2022-09-23,NA,NA
R1b,2022-09-24,NA,NA
R1b,2022-09-25,NA,NA
R1b,2022-09-26,NA,NA
R1b,2022-09-27,NA,NA
R1b,2022-09-28,NA,NA
R1b,2022-09-29,NA,NA
R1b,2022-09-30,NA,NA
R1b,2022-10-01,NA,NA
R1b,2022-10-02,NA,NA
R1b,2022-10-03,NA,NA
R1b,2022-10-04,NA,NA
R1b,2022-10-05,NA,NA
R1b,2022-10-06,NA,NA
R1b,2022-10-07,NA,NA
R1b,2022-10-08,NA,NA
R1b,2022-10-09,NA,NA
R1b,2022-10-10,NA,NA
R1b,2022-10-11,NA,NA
R1b,2022-10-12,NA,NA
R1b,2022-10-13,NA,NA
R1b,2022-10-14,NA,NA
R1b,2022-10-15,NA,NA
R1b,2022-10-16,NA,NA
R1b,2022-10-17,NA,NA
R1b,2022-10-18,NA,NA
R1b,2022-10-19,NA,NA
R1b,2022-10-20,NA,NA
R1b,2022-10-21,NA,NA
R1b,2022-10-22,NA,NA
R1b,2022-10-23,NA,NA
R1b,2022-10-24,NA,NA
R1b,2022-10-25,NA,NA
R1b,2022-10-26,NA,NA
R1b,2022-10-27,NA,NA
R1b,2022-10-28,NA,NA
R1b,2022-10-29,NA,NA
R1b,2022-10-30,NA,NA
R1b,2022-10-31,NA,NA
R1b,2022-11-01,NA,NA
R1b,2022-11-02,NA,NA
R1b,2022-11-03,NA,NA
R1b,2022-11-04,NA,NA
R1b,2022-11-05,NA,NA
R1b,2022-11-06,NA,NA
R1b,2022-11-07,NA,NA
R1b,2022-11-08,NA,NA
R1b,2022-11-09,NA,NA
R1b,2022-11-10,NA,NA
R1b,2022-11-11,NA,NA
R1b,2022-11-12,NA,NA
R1b,2022-11-13,NA,NA
R1b,2022-11-14,NA,NA
R1b,2022-11-15,NA,NA
R1b,2022-11-16,NA,NA
R1b,2022-11-17,NA,NA
R1b,2022-11-18,NA,NA
R1b,2022-11-19,NA,NA
R1b,2022-11-20,NA,NA
R1b,2022-11-21,NA,NA
R1b,2022-11-22,NA,NA
R1b,2022-11-23,NA,NA
R1b,2022-11-24,NA,NA
R1b,2022-11-25,NA,NA
R1b,2022-11-26,NA,NA
R1b,2022-11-27,NA,NA
R1b,2022-11-28,NA,NA
R1b,2022-11-29,NA,NA
R1b,2022-11-30,NA,NA
R1b,2022-12-01,NA,NA
R1b,2022-12-02,NA,NA
R1b,2022-12-03,NA,NA
R1b,2022-12-04,NA,NA
R1b,2022-12-05,NA,NA
R1b,2022-12-06,NA,NA
R1b,2022-12-07,NA,NA
R1b,2022-12-08,NA,NA
R1b,2022-12-09,NA,NA
R1b,2022-12-10,NA,NA
R1b,2022-12-11,NA,NA
R1b,2022-12-12,NA,NA
R1b,2022-12-13,NA,NA
R1b,2022-12-14,NA,NA
R1b,2022-12-15,NA,NA
R1b,2022-12-16,NA,NA
R1b,2022-12-17,NA,NA
R1b,2022-12-18,NA,NA
R1b,2022-12-19,NA,NA
R1b,2022-12-20,NA,NA
R1b,2022-12-21,NA,NA
R1b,2022-12-22,NA,NA
R1b,2022-12-23,NA,NA
R1b,2022-12-24,NA,NA
R1b,2022-12-25,NA,NA
R1b,2022-12-26,NA,NA
R1b,2022-12-27,NA,NA
R1b,2022-12-28,NA,NA
R1b,2022-12-29,NA,NA
R1b,2022-12-30,NA,NA
R1b,2022-12-31,NA,NA
R1b,2023-01-01,NA,NA
R1b,2023-01-02,NA,NA
R1b,2023-01-03,NA,NA
R1b,2023-01-04,NA,NA
R1b,2023-01-05,NA,NA
R1b,2023-01-06,NA,NA
R1b,2023-01-07,NA,NA
R1b,2023-01-08,NA,NA
R1b,2023-01-09,NA,NA
R1b,2023-01-10,NA,NA
R1b,2023-01-11,NA,NA
R1b,2023-01-12,NA,NA
R1b,2023-01-13,NA,NA
R1b,2023-01-14,NA,NA
R1b,2023-01-15,NA,NA
R1b,2023-01-16,NA,NA
R1b,2023-01-17,NA,NA
R1b,2023-01-18,NA,NA
R1b,2023-01-19,NA,NA
R1b,2023-01-20,NA,NA
R1b,2023-01-21,NA,NA
R1b,2023-01-22,NA,NA
R1b,2023-01-23,NA,NA
R1b,2023-01-24,NA,NA
R1b,2023-01-25,NA,NA
R1b,2023-01-26,NA,NA
R1b,2023-01-27,NA,NA
R1b,2023-01-28,NA,NA
R1b,2023-01-29,NA,NA
R1b,2023-01-30,NA,NA
R1b,2023-01-31,NA,NA
R1b,2023-02-01,NA,NA
R1b,2023-02-02,NA,NA
R1b,2023-02-03,NA,NA
R1b,2023-02-04,NA,NA
R1b,2023-02-05,NA,NA
R1b,2023-02-06,NA,NA
R1b,2023-02-07,NA,NA
R1b,2023-02-08,NA,NA
R1b,2023-02-09,NA,NA
R1b,2023-02-10,NA,NA
R1b,2023-02-11,NA,NA
R1b,2023-02-12,NA,NA
R1b,2023-02-13,NA,NA
R1b,2023-02-14,NA,NA
R1b,2023-02-15,NA,NA
R1b,2023-02-16,NA,NA
R1b,2023-02-17,NA,NA
R1b,2023-02-18,NA,NA
R1b,2023-02-19,NA,NA
R1b,2023-02-20,NA,NA
R1b,2023-02-21,NA,NA
R1b,2023-02-22,NA,NA
R1b,2023-02-23,NA,NA
R1b,2023-02-24,NA,NA
R1b,2023-02-25,NA,NA
R1b,2023-02-26,NA,NA
R1b,2023-02-27,NA,NA
R1b,2023-02-28,NA,NA
R1b,2023-03-01,NA,NA
R1b,2023-03-02,NA,NA
R1b,2023-03-03,NA,NA
R1b,2023-03-04,NA,NA
R1b,2023-03-05,NA,NA
R1b,2023-03-06,NA,NA
R1b,2023-03-07,NA,NA
R1b,2023-03-08,NA,NA
R1b,2023-03-09,NA,NA
R1b,2023-03-10,NA,NA
R1b,2023-03-11,NA,NA
R1b,2023-03-12,NA,NA
R1b,2023-03-13,NA,NA
R1b,2023-03-14,NA,NA
R1b,2023-03-15,NA,NA
R1b,2023-03-16,NA,NA
R1b,2023-03-17,NA,NA
R1b,2023-03-18,NA,NA
R1b,2023-03-19,NA,NA
R1b,2023-03-20,NA,NA
R1b,2023-03-21,NA,NA
R1b,2023-03-22,NA,NA
R1b,2023-03-23,NA,NA
R1b,2023-03-24,NA,NA
R1b,2023-03-25,NA,NA
R1b,2023-03-26,NA,NA
R1b,2023-03-27,NA,NA
R1b,2023-03-28,NA,NA
R1b,2023-03-29,NA,NA
R1b,2023-03-30,NA,NA
R1b,2023-03-31,NA,NA
R1b,2023-04-01,NA,NA
R1b,2023-04-02,NA,NA
R1b,2023-04-03,NA,NA
R1b,2023-04-04,NA,NA
R1b,2023-04-05,NA,NA
R1b,2023-04-06,NA,NA
R1b,2023-04-07,NA,NA
R1b,2023-04-08,NA,NA
R1b,2023-04-09,NA,NA
R1b,2023-04-10,NA,NA
R1b,2023-04-11,NA,NA
R1b,2023-04-12,NA,NA
R1b,2023-04-13,NA,NA
R1b,2023-04-14,NA,NA
R1b,2023-04-15,NA,NA
