site,date,Date,h_m
MW1,2023-06-06,2023-06-06,2748.6035
MW1,2023-06-07,2023-06-07,2748.655333333333
MW1,2023-06-08,2023-06-08,2748.7312291666667
MW1,2023-06-09,2023-06-09,2748.8086041666666
MW1,2023-06-10,2023-06-10,2748.9086875
MW1,2023-06-11,2023-06-11,2748.9901666666665
MW1,2023-06-12,2023-06-12,2749.0514583333334
MW1,2023-06-13,2023-06-13,2749.0785
MW1,2023-06-14,2023-06-14,2749.1013333333335
MW1,2023-06-15,2023-06-15,2749.1269166666666
MW1,2023-06-16,2023-06-16,2749.1593958333333
MW1,2023-06-17,2023-06-17,2749.1851666666666
MW1,2023-06-18,2023-06-18,2749.200604166667
MW1,2023-06-19,2023-06-19,2749.2174583333335
MW1,2023-06-20,2023-06-20,2749.231979166667
MW1,2023-06-21,2023-06-21,2749.231729166667
MW1,2023-06-22,2023-06-22,2749.247604166667
MW1,2023-06-23,2023-06-23,2749.2538541666668
MW1,2023-06-24,2023-06-24,2749.2399583333336
MW1,2023-06-25,2023-06-25,2749.227604166667
MW1,2023-06-26,2023-06-26,2749.2243750000002
MW1,2023-06-27,2023-06-27,2749.2207872340427
MW1,2023-06-28,2023-06-28,2749.20825
MW1,2023-06-29,2023-06-29,2749.1918125
MW1,2023-06-30,2023-06-30,2749.18975
MW1,2023-07-01,2023-07-01,2749.176125
MW1,2023-07-02,2023-07-02,2749.1705
MW1,2023-07-03,2023-07-03,2749.1621458333334
MW1,2023-07-04,2023-07-04,2749.150291666667
MW1,2023-07-05,2023-07-05,2749.1432083333334
MW1,2023-07-06,2023-07-06,2749.139416666667
MW1,2023-07-07,2023-07-07,2749.1218958333334
MW1,2023-07-08,2023-07-08,2749.1107291666667
MW1,2023-07-09,2023-07-09,2749.0956458333335
MW1,2023-07-10,2023-07-10,2749.0860714285714
MW1,2023-07-11,2023-07-11,2749.047958333333
MW1,2023-07-12,2023-07-12,2749.0365208333333
MW1,2023-07-13,2023-07-13,2749.02325
MW1,2023-07-14,2023-07-14,2749.0106875
MW1,2023-07-15,2023-07-15,2748.998666666667
MW1,2023-07-16,2023-07-16,2748.987
MW1,2023-07-17,2023-07-17,2748.975645833333
MW1,2023-07-18,2023-07-18,2748.9649583333335
MW1,2023-07-19,2023-07-19,2748.9535
MW1,2023-07-20,2023-07-20,2748.9493958333333
MW1,2023-07-21,2023-07-21,2748.9425833333335
MW1,2023-07-22,2023-07-22,2748.9292291666666
MW1,2023-07-23,2023-07-23,2748.9145208333334
MW1,2023-07-24,2023-07-24,2748.9039166666666
MW1,2023-07-25,2023-07-25,2748.89675
MW1,2023-07-26,2023-07-26,2748.8909791666665
MW1,2023-07-27,2023-07-27,2748.8847083333335
MW1,2023-07-28,2023-07-28,2748.8782708333333
MW1,2023-07-29,2023-07-29,2748.8742708333334
MW1,2023-07-30,2023-07-30,2748.8706666666667
MW1,2023-07-31,2023-07-31,2748.8724888888887
MW1,2023-08-01,2023-08-01,2748.8671666666664
MW1,2023-08-02,2023-08-02,2748.8599375
MW1,2023-08-03,2023-08-03,2748.8688125
MW1,2023-08-04,2023-08-04,2748.8575416666667
MW1,2023-08-05,2023-08-05,2748.8460625000002
MW1,2023-08-06,2023-08-06,2748.8423333333335
MW1,2023-08-07,2023-08-07,2748.83675
MW1,2023-08-08,2023-08-08,2748.8285
MW1,2023-08-09,2023-08-09,2748.8179375
MW1,2023-08-10,2023-08-10,2748.808666666667
MW1,2023-08-11,2023-08-11,2748.7978125
MW1,2023-08-12,2023-08-12,2748.7904166666667
MW1,2023-08-13,2023-08-13,2748.7817083333334
MW1,2023-08-14,2023-08-14,2748.7723124999998
MW1,2023-08-15,2023-08-15,2748.7643958333333
MW1,2023-08-16,2023-08-16,2748.7569166666667
MW1,2023-08-17,2023-08-17,2748.7501458333336
MW1,2023-08-18,2023-08-18,2748.7434791666665
MW1,2023-08-19,2023-08-19,2748.7368333333334
MW1,2023-08-20,2023-08-20,2748.7324583333334
MW1,2023-08-21,2023-08-21,2748.7221041666667
MW1,2023-08-22,2023-08-22,2748.7121666666667
MW1,2023-08-23,2023-08-23,2748.704875
MW1,2023-08-24,2023-08-24,2748.7014583333334
MW1,2023-08-25,2023-08-25,2748.7022291666667
MW1,2023-08-26,2023-08-26,2748.6977916666665
MW1,2023-08-27,2023-08-27,2748.6869375
MW1,2023-08-28,2023-08-28,2748.678125
MW1,2023-08-29,2023-08-29,2748.6710416666665
MW1,2023-08-30,2023-08-30,2748.6639583333335
MW1,2023-08-31,2023-08-31,2748.6528958333333
MW1,2023-09-01,2023-09-01,2748.6417500000002
MW1,2023-09-02,2023-09-02,2748.6342916666667
MW1,2023-09-03,2023-09-03,2748.6310625
MW1,2023-09-04,2023-09-04,2748.6271874999998
MW1,2023-09-05,2023-09-05,2748.6089375
MW1,2023-09-06,2023-09-06,2748.596225
MW1,2023-09-07,2023-09-07,2748.5806041666665
MW1,2023-09-08,2023-09-08,2748.5696666666668
MW1,2023-09-09,2023-09-09,2748.560791666667
MW1,2023-09-10,2023-09-10,2748.5585675675675
MW1,2023-09-11,2023-09-11,2748.5636041666667
MW1,2023-09-12,2023-09-12,2748.552833333333
MW1,2023-09-13,2023-09-13,2748.5437708333334
MW1,2023-09-14,2023-09-14,2748.5392708333334
MW1,2023-09-15,2023-09-15,2748.5384375
MW1,2023-09-16,2023-09-16,2748.5289375
MW1,2023-09-17,2023-09-17,2748.5233958333333
MW1,2023-09-18,2023-09-18,2748.519125
MW1,2023-09-19,2023-09-19,2748.5130208333335
MW1,2023-09-20,2023-09-20,2748.5092291666665
MW1,2023-09-21,2023-09-21,2748.5028541666666
MW1,2023-09-22,2023-09-22,2748.4988125
MW1,2023-09-23,2023-09-23,2748.4935
MW1,2023-09-24,2023-09-24,2748.4859166666665
MW1,2023-09-25,2023-09-25,2748.4785208333333
MW1,2023-09-26,2023-09-26,2748.4751458333335
MW1,2023-09-27,2023-09-27,2748.471375
MW1,2023-09-28,2023-09-28,2748.4673749999997
MW1,2023-09-29,2023-09-29,2748.4599791666665
MW1,2023-09-30,2023-09-30,2748.4544791666667
MW1,2023-10-01,2023-10-01,2748.44875
MW1,2023-10-02,2023-10-02,2748.4452083333335
MW1,2023-10-03,2023-10-03,2748.441604166667
MW1,2023-10-04,2023-10-04,2748.432125
MW1,2023-10-05,2023-10-05,2748.4243125
MW1,2023-10-06,2023-10-06,2748.419515151515
MW1,2023-10-07,2023-10-07,2748.4092708333333
MW1,2023-10-08,2023-10-08,2748.4085833333334
MW1,2023-10-09,2023-10-09,2748.405979166667
MW1,2023-10-10,2023-10-10,2748.405854166667
MW1,2023-10-11,2023-10-11,2748.4070833333335
MW1,2023-10-12,2023-10-12,2748.4002083333335
MW1,2023-10-13,2023-10-13,2748.3890833333335
MW1,2023-10-14,2023-10-14,2748.3876875
MW1,2023-10-15,2023-10-15,2748.386296296296
MW2,2019-09-20,2019-09-20,2742.9837555555555
MW2,2019-09-21,2019-09-21,2742.981840277778
MW2,2019-09-22,2019-09-22,2742.9810347222224
MW2,2019-09-23,2019-09-23,2742.97925
MW2,2019-09-24,2019-09-24,2742.9841875
MW2,2019-09-25,2019-09-25,2742.981298611111
MW2,2019-09-26,2019-09-26,2742.9886458333335
MW2,2019-09-27,2019-09-27,2742.983347222222
MW2,2019-09-28,2019-09-28,2742.9871736111113
MW2,2019-09-29,2019-09-29,2742.9819583333333
MW2,2019-09-30,2019-09-30,2742.9725902777777
MW2,2019-10-01,2019-10-01,2742.9739305555554
MW2,2019-10-02,2019-10-02,2742.9632083333336
MW2,2019-10-03,2019-10-03,2742.959173611111
MW2,2019-10-04,2019-10-04,2742.9620833333333
MW2,2019-10-05,2019-10-05,2742.9557777777777
MW2,2019-10-06,2019-10-06,2742.9489166666667
MW2,2019-10-07,2019-10-07,2742.9565347222224
MW2,2019-10-08,2019-10-08,2742.970375
MW2,2019-10-09,2019-10-09,2742.9686180555555
MW2,2019-10-10,2019-10-10,2742.9477916666665
MW2,2019-10-11,2019-10-11,2742.947166666667
MW2,2019-10-12,2019-10-12,2742.9588680555557
MW2,2019-10-13,2019-10-13,2742.9486805555557
MW2,2019-10-14,2019-10-14,2742.9489444444444
MW2,2019-10-15,2019-10-15,2742.939673611111
MW2,2019-10-16,2019-10-16,2742.943423611111
MW2,2019-10-17,2019-10-17,2742.9500416666665
MW2,2019-10-18,2019-10-18,2742.9409305555555
MW2,2019-10-19,2019-10-19,2742.941409722222
MW2,2019-10-20,2019-10-20,2742.931847222222
MW2,2019-10-21,2019-10-21,2742.9268194444444
MW2,2019-10-22,2019-10-22,2742.9315208333333
MW2,2019-10-23,2019-10-23,2742.9262569444445
MW2,2019-10-24,2019-10-24,2742.9244930555556
MW2,2019-10-25,2019-10-25,2742.933406779661
MW2,2019-10-26,2019-10-26,2742.9577986111112
MW2,2019-10-27,2019-10-27,2742.9322430555553
MW2,2019-10-28,2019-10-28,2742.9417569444445
MW2,2019-10-29,2019-10-29,2742.909326388889
MW2,2019-10-30,2019-10-30,2742.891673611111
MW2,2019-10-31,2019-10-31,2742.9198333333334
MW2,2019-11-01,2019-11-01,2742.9168402777777
MW2,2019-11-02,2019-11-02,2742.9253819444443
MW2,2019-11-03,2019-11-03,2742.9282916666666
MW2,2019-11-04,2019-11-04,2742.9210555555555
MW2,2019-11-05,2019-11-05,2742.918902777778
MW2,2019-11-06,2019-11-06,2742.915951388889
MW2,2019-11-07,2019-11-07,2742.912375
MW2,2019-11-08,2019-11-08,2742.9164791666667
MW2,2019-11-09,2019-11-09,2742.918375
MW2,2019-11-10,2019-11-10,2742.919104166667
MW2,2019-11-11,2019-11-11,2742.9059027777776
MW2,2019-11-12,2019-11-12,2742.9213263888887
MW2,2019-11-13,2019-11-13,2742.9179305555554
MW2,2019-11-14,2019-11-14,2742.9119791666667
MW2,2019-11-15,2019-11-15,2742.9136875
MW2,2019-11-16,2019-11-16,2742.9125625
MW2,2019-11-17,2019-11-17,2742.912125
MW2,2019-11-18,2019-11-18,2742.912784722222
MW2,2019-11-19,2019-11-19,2742.916097222222
MW2,2019-11-20,2019-11-20,2742.909652777778
MW2,2019-11-21,2019-11-21,2742.9006180555557
MW2,2019-11-22,2019-11-22,2742.903027777778
MW2,2019-11-23,2019-11-23,2742.9061666666666
MW2,2019-11-24,2019-11-24,2742.915138888889
MW2,2019-11-25,2019-11-25,2742.922145833333
MW2,2019-11-26,2019-11-26,2742.902763888889
MW2,2019-11-27,2019-11-27,2742.8923402777777
MW2,2019-11-28,2019-11-28,2742.903604166667
MW2,2019-11-29,2019-11-29,2742.9184097222223
MW2,2019-11-30,2019-11-30,2742.902506944444
MW2,2019-12-01,2019-12-01,2742.9066875
MW2,2019-12-02,2019-12-02,2742.9202777777778
MW2,2019-12-03,2019-12-03,2742.9193263888887
MW2,2019-12-04,2019-12-04,2742.920652777778
MW2,2019-12-05,2019-12-05,2742.9153541666665
MW2,2019-12-06,2019-12-06,2742.9136597222223
MW2,2019-12-07,2019-12-07,2742.920111111111
MW2,2019-12-08,2019-12-08,2742.9170555555556
MW2,2019-12-09,2019-12-09,2742.9033194444446
MW2,2019-12-10,2019-12-10,2742.897486111111
MW2,2019-12-11,2019-12-11,2742.9075902777777
MW2,2019-12-12,2019-12-12,2742.906645833333
MW2,2019-12-13,2019-12-13,2742.9048888888888
MW2,2019-12-14,2019-12-14,2742.909201388889
MW2,2019-12-15,2019-12-15,2742.8935555555554
MW2,2019-12-16,2019-12-16,2742.8720555555556
MW2,2019-12-17,2019-12-17,2742.888972222222
MW2,2019-12-18,2019-12-18,2742.8993958333335
MW2,2019-12-19,2019-12-19,2742.89375
MW2,2019-12-20,2019-12-20,2742.894173611111
MW2,2019-12-21,2019-12-21,2742.900708333333
MW2,2019-12-22,2019-12-22,2742.9010763888887
MW2,2019-12-23,2019-12-23,2742.898833333333
MW2,2019-12-24,2019-12-24,2742.9007708333334
MW2,2019-12-25,2019-12-25,2742.8952569444446
MW2,2019-12-26,2019-12-26,2742.8775486111113
MW2,2019-12-27,2019-12-27,2742.873375
MW2,2019-12-28,2019-12-28,2742.879479166667
MW2,2019-12-29,2019-12-29,2742.867888888889
MW2,2019-12-30,2019-12-30,2742.871993055556
MW2,2019-12-31,2019-12-31,2742.8799097222222
MW2,2020-01-01,2020-01-01,2742.8955
MW2,2020-01-02,2020-01-02,2742.882055555556
MW2,2020-01-03,2020-01-03,2742.8763819444443
MW2,2020-01-04,2020-01-04,2742.8848680555557
MW2,2020-01-05,2020-01-05,2742.887138888889
MW2,2020-01-06,2020-01-06,2742.878708333333
MW2,2020-01-07,2020-01-07,2742.8854930555553
MW2,2020-01-08,2020-01-08,2742.9010555555556
MW2,2020-01-09,2020-01-09,2742.886826388889
MW2,2020-01-10,2020-01-10,2742.862611111111
MW2,2020-01-11,2020-01-11,2742.882576388889
MW2,2020-01-12,2020-01-12,2742.8799791666665
MW2,2020-01-13,2020-01-13,2742.880875
MW2,2020-01-14,2020-01-14,2742.8862083333333
MW2,2020-01-15,2020-01-15,2742.873090277778
MW2,2020-01-16,2020-01-16,2742.879520833333
MW2,2020-01-17,2020-01-17,2742.8938194444445
MW2,2020-01-18,2020-01-18,2742.8882569444445
MW2,2020-01-19,2020-01-19,2742.895138888889
MW2,2020-01-20,2020-01-20,2742.8984375
MW2,2020-01-21,2020-01-21,2742.9123611111113
MW2,2020-01-22,2020-01-22,2742.908104166667
MW2,2020-01-23,2020-01-23,2742.9053819444443
MW2,2020-01-24,2020-01-24,2742.911416666667
MW2,2020-01-25,2020-01-25,2742.9101319444444
MW2,2020-01-26,2020-01-26,2742.9103611111113
MW2,2020-01-27,2020-01-27,2742.908875
MW2,2020-01-28,2020-01-28,2742.9039305555557
MW2,2020-01-29,2020-01-29,2742.9043333333334
MW2,2020-01-30,2020-01-30,2742.899534722222
MW2,2020-01-31,2020-01-31,2742.8990972222223
MW2,2020-02-01,2020-02-01,2742.907076388889
MW2,2020-02-02,2020-02-02,2742.9213611111113
MW2,2020-02-03,2020-02-03,2742.9022847222222
MW2,2020-02-04,2020-02-04,2742.8582152777776
MW2,2020-02-05,2020-02-05,2742.886736111111
MW2,2020-02-06,2020-02-06,2742.9032013888886
MW2,2020-02-07,2020-02-07,2742.903125
MW2,2020-02-08,2020-02-08,2742.9105
MW2,2020-02-09,2020-02-09,2742.897986111111
MW2,2020-02-10,2020-02-10,2742.8942708333334
MW2,2020-02-11,2020-02-11,2742.887125
MW2,2020-02-12,2020-02-12,2742.8873958333334
MW2,2020-02-13,2020-02-13,2742.8875625
MW2,2020-02-14,2020-02-14,2742.893972222222
MW2,2020-02-15,2020-02-15,2742.887923611111
MW2,2020-02-16,2020-02-16,2742.884916666667
MW2,2020-02-17,2020-02-17,2742.872013888889
MW2,2020-02-18,2020-02-18,2742.857590277778
MW2,2020-02-19,2020-02-19,2742.8431666666665
MW2,2020-02-20,2020-02-20,2742.8328194444443
MW2,2020-02-21,2020-02-21,2742.8768263888887
MW2,2020-02-22,2020-02-22,2742.8760625
MW2,2020-02-23,2020-02-23,2742.8718541666667
MW2,2020-02-24,2020-02-24,2742.8627916666665
MW2,2020-02-25,2020-02-25,2742.843423611111
MW2,2020-02-26,2020-02-26,2742.8568194444447
MW2,2020-02-27,2020-02-27,2742.858090277778
MW2,2020-02-28,2020-02-28,2742.8605069444443
MW2,2020-02-29,2020-02-29,2742.8688125
MW2,2020-03-01,2020-03-01,2742.8593194444443
MW2,2020-03-02,2020-03-02,2742.8560069444443
MW2,2020-03-03,2020-03-03,2742.8512847222223
MW2,2020-03-04,2020-03-04,2742.8534375
MW2,2020-03-05,2020-03-05,2742.8476458333334
MW2,2020-03-06,2020-03-06,2742.8542430555553
MW2,2020-03-07,2020-03-07,2742.8561805555555
MW2,2020-03-08,2020-03-08,2742.854298611111
MW2,2020-03-09,2020-03-09,2742.8480694444443
MW2,2020-03-10,2020-03-10,2742.8484791666665
MW2,2020-03-11,2020-03-11,2742.8555694444444
MW2,2020-03-12,2020-03-12,2742.8494652777777
MW2,2020-03-13,2020-03-13,2742.845388888889
MW2,2020-03-14,2020-03-14,2742.8418819444446
MW2,2020-03-15,2020-03-15,2742.8482222222224
MW2,2020-03-16,2020-03-16,2742.8454513888887
MW2,2020-03-17,2020-03-17,2742.8509722222225
MW2,2020-03-18,2020-03-18,2742.851777777778
MW2,2020-03-19,2020-03-19,2742.8437430555555
MW2,2020-03-20,2020-03-20,2742.8425625
MW2,2020-03-21,2020-03-21,2742.846326388889
MW2,2020-03-22,2020-03-22,2742.8439375
MW2,2020-03-23,2020-03-23,2742.843604166667
MW2,2020-03-24,2020-03-24,2742.843875
MW2,2020-03-25,2020-03-25,2742.84575
MW2,2020-03-26,2020-03-26,2742.8444097222223
MW2,2020-03-27,2020-03-27,2742.838111111111
MW2,2020-03-28,2020-03-28,2742.828861111111
MW2,2020-03-29,2020-03-29,2742.832409722222
MW2,2020-03-30,2020-03-30,2742.831652777778
MW2,2020-03-31,2020-03-31,2742.8397638888887
MW2,2020-04-01,2020-04-01,2742.8415208333336
MW2,2020-04-02,2020-04-02,2742.829875
MW2,2020-04-03,2020-04-03,2742.8228055555555
MW2,2020-04-04,2020-04-04,2742.834173611111
MW2,2020-04-05,2020-04-05,2742.832465277778
MW2,2020-04-06,2020-04-06,2742.8357569444443
MW2,2020-04-07,2020-04-07,2742.8355902777776
MW2,2020-04-08,2020-04-08,2742.8378194444444
MW2,2020-04-09,2020-04-09,2742.842472222222
MW2,2020-04-10,2020-04-10,2742.852895833333
MW2,2020-04-11,2020-04-11,2742.8609652777777
MW2,2020-04-12,2020-04-12,2742.8424930555557
MW2,2020-04-13,2020-04-13,2742.831611111111
MW2,2020-04-14,2020-04-14,2742.8405347222224
MW2,2020-04-15,2020-04-15,2742.853638888889
MW2,2020-04-16,2020-04-16,2742.8466319444447
MW2,2020-04-17,2020-04-17,2742.855902777778
MW2,2020-04-18,2020-04-18,2742.861159722222
MW2,2020-04-19,2020-04-19,2742.8563958333334
MW2,2020-04-20,2020-04-20,2742.8526666666667
MW2,2020-04-21,2020-04-21,2742.8525625
MW2,2020-04-22,2020-04-22,2742.8551805555553
MW2,2020-04-23,2020-04-23,2742.860222222222
MW2,2020-04-24,2020-04-24,2742.8554375
MW2,2020-04-25,2020-04-25,2742.8597916666668
MW2,2020-04-26,2020-04-26,2742.8680694444442
MW2,2020-04-27,2020-04-27,2742.876409722222
MW2,2020-04-28,2020-04-28,2742.8801527777778
MW2,2020-04-29,2020-04-29,2742.891125
MW2,2020-04-30,2020-04-30,2742.901625
MW2,2020-05-01,NA,NA
MW2,2020-05-02,NA,NA
MW2,2020-05-03,NA,NA
MW2,2020-05-04,NA,NA
MW2,2020-05-05,NA,NA
MW2,2020-05-06,NA,NA
MW2,2020-05-07,NA,NA
MW2,2020-05-08,NA,NA
MW2,2020-05-09,NA,NA
MW2,2020-05-10,NA,NA
MW2,2020-05-11,NA,NA
MW2,2020-05-12,NA,NA
MW2,2020-05-13,NA,NA
MW2,2020-05-14,NA,NA
MW2,2020-05-15,NA,NA
MW2,2020-05-16,NA,NA
MW2,2020-05-17,NA,NA
MW2,2020-05-18,NA,NA
MW2,2020-05-19,2020-05-19,2743.0251379310344
MW2,2020-05-20,2020-05-20,2743.0352361111113
MW2,2020-05-21,2020-05-21,2743.0433541666666
MW2,2020-05-22,2020-05-22,2743.0496805555554
MW2,2020-05-23,2020-05-23,2743.054576388889
MW2,2020-05-24,2020-05-24,2743.0551458333334
MW2,2020-05-25,2020-05-25,2743.0562847222222
MW2,2020-05-26,2020-05-26,2743.0577222222223
MW2,2020-05-27,2020-05-27,2743.0596875
MW2,2020-05-28,2020-05-28,2743.064486111111
MW2,2020-05-29,2020-05-29,2743.077548611111
MW2,2020-05-30,2020-05-30,2743.091409722222
MW2,2020-05-31,2020-05-31,2743.107215277778
MW2,2020-06-01,2020-06-01,2743.125013888889
MW2,2020-06-02,2020-06-02,2743.1374861111112
MW2,2020-06-03,2020-06-03,2743.1479444444444
MW2,2020-06-04,2020-06-04,2743.1550347222224
MW2,2020-06-05,2020-06-05,2743.1594731182795
MW2,2020-06-06,2020-06-06,2743.1728958333333
MW2,2020-06-07,2020-06-07,2743.177652777778
MW2,2020-06-08,2020-06-08,2743.174486111111
MW2,2020-06-09,2020-06-09,2743.16975
MW2,2020-06-10,2020-06-10,2743.1623194444446
MW2,2020-06-11,2020-06-11,2743.1540972222224
MW2,2020-06-12,2020-06-12,2743.156388888889
MW2,2020-06-13,2020-06-13,2743.165861111111
MW2,2020-06-14,2020-06-14,2743.1708194444445
MW2,2020-06-15,2020-06-15,2743.170576388889
MW2,2020-06-16,2020-06-16,2743.171388888889
MW2,2020-06-17,2020-06-17,2743.1695694444443
MW2,2020-06-18,2020-06-18,2743.1661041666666
MW2,2020-06-19,2020-06-19,2743.1637569444447
MW2,2020-06-20,2020-06-20,2743.1589930555556
MW2,2020-06-21,2020-06-21,2743.156840277778
MW2,2020-06-22,2020-06-22,2743.153076388889
MW2,2020-06-23,2020-06-23,2743.154722222222
MW2,2020-06-24,2020-06-24,2743.155784722222
MW2,2020-06-25,2020-06-25,2743.1566666666668
MW2,2020-06-26,2020-06-26,2743.1571944444445
MW2,2020-06-27,2020-06-27,2743.1602916666666
MW2,2020-06-28,2020-06-28,2743.161951388889
MW2,2020-06-29,2020-06-29,2743.156236111111
MW2,2020-06-30,2020-06-30,2743.149194444444
MW2,2020-07-01,2020-07-01,2743.141451388889
MW2,2020-07-02,2020-07-02,2743.1345486111113
MW2,2020-07-03,2020-07-03,2743.1324603174603
MW2,2020-07-04,2020-07-04,2743.1272978723405
MW2,2020-07-05,2020-07-05,2743.1325
MW2,2020-07-06,2020-07-06,2743.1315833333333
MW2,2020-07-07,2020-07-07,2743.1298125
MW2,2020-07-08,2020-07-08,2743.1242708333334
MW2,2020-07-09,2020-07-09,2743.117125
MW2,2020-07-10,2020-07-10,2743.1079791666666
MW2,2020-07-11,2020-07-11,2743.106
MW2,2020-07-12,2020-07-12,2743.107104166667
MW2,2020-07-13,2020-07-13,2743.104729166667
MW2,2020-07-14,2020-07-14,2743.1007916666667
MW2,2020-07-15,2020-07-15,2743.0961666666667
MW2,2020-07-16,2020-07-16,2743.0915
MW2,2020-07-17,2020-07-17,2743.088625
MW2,2020-07-18,2020-07-18,2743.0845208333335
MW2,2020-07-19,2020-07-19,2743.0801875
MW2,2020-07-20,2020-07-20,2743.0755833333333
MW2,2020-07-21,2020-07-21,2743.0715625
MW2,2020-07-22,2020-07-22,2743.0671458333336
MW2,2020-07-23,2020-07-23,2743.0648541666665
MW2,2020-07-24,2020-07-24,2743.0622916666666
MW2,2020-07-25,2020-07-25,2743.0595625
MW2,2020-07-26,2020-07-26,2743.0560833333334
MW2,2020-07-27,2020-07-27,2743.0543333333335
MW2,2020-07-28,2020-07-28,2743.052166666667
MW2,2020-07-29,2020-07-29,2743.0490208333335
MW2,2020-07-30,2020-07-30,2743.0396666666666
MW2,2020-07-31,2020-07-31,2743.0357916666667
MW2,2020-08-01,2020-08-01,2743.034708333333
MW2,2020-08-02,2020-08-02,2743.0343125
MW2,2020-08-03,2020-08-03,2743.0314375
MW2,2020-08-04,2020-08-04,2743.0273333333334
MW2,2020-08-05,2020-08-05,2743.0245625
MW2,2020-08-06,2020-08-06,2743.0210208333333
MW2,2020-08-07,2020-08-07,2743.0161034482758
MW2,2020-08-08,2020-08-08,2743.010854166667
MW2,2020-08-09,2020-08-09,2743.0100416666664
MW2,2020-08-10,2020-08-10,2743.0058958333334
MW2,2020-08-11,2020-08-11,2743.0023333333334
MW2,2020-08-12,2020-08-12,2742.9920208333333
MW2,2020-08-13,2020-08-13,2742.986770833333
MW2,2020-08-14,2020-08-14,2742.980791666667
MW2,2020-08-15,2020-08-15,2742.9735416666667
MW2,2020-08-16,2020-08-16,2742.9730625
MW2,2020-08-17,2020-08-17,2742.971020833333
MW2,2020-08-18,2020-08-18,2742.9687083333333
MW2,2020-08-19,2020-08-19,2742.9677916666665
MW2,2020-08-20,2020-08-20,2742.9657291666667
MW2,2020-08-21,2020-08-21,2742.961
MW2,2020-08-22,2020-08-22,2742.9557291666665
MW2,2020-08-23,2020-08-23,2742.951875
MW2,2020-08-24,2020-08-24,2742.9496875
MW2,2020-08-25,2020-08-25,2742.947958333333
MW2,2020-08-26,2020-08-26,2742.945979166667
MW2,2020-08-27,2020-08-27,2742.9432916666665
MW2,2020-08-28,2020-08-28,2742.940625
MW2,2020-08-29,2020-08-29,2742.9428333333335
MW2,2020-08-30,2020-08-30,2742.9436666666666
MW2,2020-08-31,2020-08-31,2742.9385833333336
MW2,2020-09-01,2020-09-01,2742.935
MW2,2020-09-02,2020-09-02,2742.9337708333333
MW2,2020-09-03,2020-09-03,2742.9311875
MW2,2020-09-04,2020-09-04,2742.92625
MW2,2020-09-05,2020-09-05,2742.9260833333333
MW2,2020-09-06,2020-09-06,2742.926
MW2,2020-09-07,2020-09-07,2742.9293125
MW2,2020-09-08,2020-09-08,2742.9157708333332
MW2,2020-09-09,2020-09-09,2742.912354166667
MW2,2020-09-10,2020-09-10,2742.9155
MW2,2020-09-11,2020-09-11,2742.922541666667
MW2,2020-09-12,2020-09-12,2742.9183958333333
MW2,2020-09-13,2020-09-13,2742.9165625
MW2,2020-09-14,2020-09-14,2742.917645833333
MW2,2020-09-15,2020-09-15,2742.917104166667
MW2,2020-09-16,2020-09-16,2742.9146458333335
MW2,2020-09-17,2020-09-17,2742.9131875
MW2,2020-09-18,2020-09-18,2742.91325
MW2,2020-09-19,2020-09-19,2742.9138541666666
MW2,2020-09-20,2020-09-20,2742.908875
MW2,2020-09-21,2020-09-21,2742.905166666667
MW2,2020-09-22,2020-09-22,2742.9036458333335
MW2,2020-09-23,2020-09-23,2742.902
MW2,2020-09-24,2020-09-24,2742.9035
MW2,2020-09-25,2020-09-25,2742.90175
MW2,2020-09-26,2020-09-26,2742.9011041666668
MW2,2020-09-27,2020-09-27,2742.8931041666665
MW2,2020-09-28,2020-09-28,2742.89025
MW2,2020-09-29,2020-09-29,2742.8923125
MW2,2020-09-30,2020-09-30,2742.889
MW2,2020-10-01,2020-10-01,2742.887708333333
MW2,2020-10-02,2020-10-02,2742.8906875
MW2,2020-10-03,2020-10-03,2742.8851041666667
MW2,2020-10-04,2020-10-04,2742.88675
MW2,2020-10-05,2020-10-05,2742.884375
MW2,2020-10-06,2020-10-06,2742.8833958333335
MW2,2020-10-07,2020-10-07,2742.8821666666668
MW2,2020-10-08,2020-10-08,2742.8814375
MW2,2020-10-09,2020-10-09,2742.879354166667
MW2,2020-10-10,2020-10-10,2742.879895833333
MW2,2020-10-11,2020-10-11,2742.8766458333334
MW2,2020-10-12,2020-10-12,2742.8733333333334
MW2,2020-10-13,2020-10-13,2742.87475
MW2,2020-10-14,2020-10-14,2742.8733125
MW2,2020-10-15,2020-10-15,2742.865208333333
MW2,2020-10-16,2020-10-16,2742.8717708333334
MW2,2020-10-17,2020-10-17,2742.8672708333334
MW2,2020-10-18,2020-10-18,2742.8653125
MW2,2020-10-19,2020-10-19,2742.864145833333
MW2,2020-10-20,2020-10-20,2742.8608958333334
MW2,2020-10-21,2020-10-21,2742.863479166667
MW2,2020-10-22,2020-10-22,2742.854854166667
MW2,2020-10-23,2020-10-23,2742.8506875
MW2,2020-10-24,2020-10-24,2742.8577291666666
MW2,2020-10-25,2020-10-25,2742.820875
MW2,2020-10-26,2020-10-26,2742.8215416666667
MW2,2020-10-27,2020-10-27,2742.8398541666666
MW2,2020-10-28,2020-10-28,2742.8584166666665
MW2,2020-10-29,2020-10-29,2742.858166666667
MW2,2020-10-30,2020-10-30,2742.864375
MW2,2020-10-31,2020-10-31,2742.8552291666665
